cuda_device : 4
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : train
m : TSD
prev_z_method : separate
dataset : usr
seed : 0
vocab_size : 8000
embedding_size : 50
hidden_size : 50
lr : 0.003
lr_decay : 0.5
layer_num : 1
z_length : 16
max_ts : 50
early_stop_count : 5
cuda : True
degree_size : 1
split : (1, 1, 0)
root_dir : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user
model_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/models/Guc.pkl
result_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/results/Guc2 copy.csv
vocab_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/vocab/vocab-Guc2.pkl
data : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/Guc_Dataset_Dialogue_act22.json
entity : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/Guc_Dataset_Entity_Sorted22.json
db : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/Guc_Dataset22.json
glove_path : ../sequicity/data/glove/glove.6B.50d.txt
batch_size : 32
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
spv_proportion : 100
new_vocab : True
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
6,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,cv <unk> <unk>,,how to compensate for the lack of work experience in my cv ?,2,14,True
3,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,cv <unk> <unk>,,i need help making my cv ?,2,8,True
52,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,study <unk> <unk>,,how to study ?,2,5,True
81,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,any student take courses in summer <unk> <unk>,,can any student take courses in summer ?,2,9,True
21,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,gpa equivilant <unk> <unk>,,what is the gpa equivilant to an d ?,2,10,True
73,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,summer attendance policy <unk> <unk>,,what is the summer attendance policy ?,2,8,True
92,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,absences i can have <unk> <unk>,,what many absences i can have ?,2,8,True
23,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,gpa equivilant <unk> <unk>,,what is the gpa equivilant to an d+ ?,2,10,True
28,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,internships <unk> <unk>,,how can i get internships ?,2,7,True
71,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,attend lectures in summer <unk> <unk>,,do i need to attend lectures in summer ?,2,10,True
34,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,internships <unk> <unk>,,how long do an internship has to be ?,2,10,True
2,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,cv <unk> <unk>,,where can i have my cv reviewed ?,2,9,True
31,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,internships <unk> <unk>,,is it a must to do an internship ?,2,10,True
24,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,gpa equivilant <unk> <unk>,,what is the gpa equivilant to an c- ?,2,10,True
42,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,completed an intenship <unk> <unk>,,how to tell the university that i have completed an intenship ?,2,13,True
62,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,get out of probation <unk> <unk>,,is it easy to get out of probation ?,2,10,True
14,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,plagirism <unk> <unk>,,does having a conversation with a colleague about the project considered plagirism ?,2,14,True
41,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,submit an internship <unk> <unk>,,how to submit an internship ?,2,7,True
88,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,apply for semester abroad in berlin <unk> <unk>,,how to apply for semester abroad in berlin ?,2,10,True
45,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,avoid plagirirsm <unk> <unk>,,how to avoid plagirirsm ?,2,6,True
63,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,probation student graduate on time <unk> <unk>,,can a probation student graduate on time ?,2,9,True
57,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,advising <unk> <unk>,,what is advising ?,2,5,True
84,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,maximum credt hours offered in summer <unk> <unk>,,what is the maximum credt hours offered in summer ?,2,11,True
74,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,attendance calculated in summer <unk> <unk>,,how is the attendance calculated in summer ?,2,9,True
53,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,study in the guc <unk> <unk>,,how to study in the guc ?,2,8,True
75,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,courses offered in summer <unk> <unk>,,what are the courses offered in summer ?,2,9,True
27,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,internships <unk> <unk>,,where can i find internships as an undergrad ?,2,10,True
30,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,internships <unk> <unk>,,how to get accepted in internships ?,2,8,True
66,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,probation students pay extra <unk> <unk>,,do probation students pay extra ?,2,7,True
35,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,internships <unk> <unk>,,what is the internships duration needed from an engineering student ?,2,12,True
67,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,gpa a student gets to become under probation <unk> <unk>,,what is the gpa a student gets to become under probation ?,2,13,True
50,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,pass my midterms <unk> <unk>,,how to pass my midterms ?,2,7,True
69,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,attendance works in summer <unk> <unk>,,how attendance works in summer ?,2,7,True
10,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,side projects <unk> <unk>,,is it important to have side projects ?,2,9,True
4,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,cv <unk> <unk>,,what information is important to write in the cv ?,2,11,True
19,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,gpa equivilant <unk> <unk>,,what is the gpa equivilant to an b+ ?,2,10,True
16,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,gpa equivilant <unk> <unk>,,what is the gpa equivilant to an a ?,2,10,True
86,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,long is a summer round <unk> <unk>,,how long is a summer round ?,2,8,True
11,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,copy <unk> <unk>,,what happens if i copy an assignment ?,2,9,True
8,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,free time <unk> <unk>,,what projects can i do in my free time ?,2,11,True
60,0,<unk>,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,get out of probation <unk> <unk>,,how to get out of probation ?,2,8,True
